voting_number,timestamp,voter,vote,staked_ANT_amount,tx
0,2019-01-24T00:05:56.000Z,0x17d38262ceb5317af645a246b0ce6fc4cc3088f6,Yes,249.98,0x7bffb2e0cf5e1a73bea38565d25821418344269bd14465d8f02699e9dc8f2efa
0,2019-01-24T01:22:45.000Z,0x2b5afa7a939e475a327c763f725d88e8a92ce342,Yes,1510.761544,0x51947df002e5ac8bb2928e083dfd5d57b9e2ac0bee2628b5225bd3619233fe55
0,2019-01-24T02:44:02.000Z,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,Yes,2987.342012,0x3b62bc58824723f7507f4dfd33b7a9e3ff941a6f7cad8058e09815b0b243314d
0,2019-01-24T03:09:50.000Z,0xd472fa32294977196b9ad47e7865e0d737220e32,Yes,5602.726497,0xac26a765b069f9db78c532e07889599e2c855ec9c36be76469785dc17ffb7f0d
0,2019-01-24T03:10:30.000Z,0xd472fa32294977196b9ad47e7865e0d737220e32,Yes,5602.726497,0x7a620bf8e4f80c0646e2cec6bd9cba108a29e8c17c686f151354755e7f826a0e
0,2019-01-24T03:15:12.000Z,0x915bef8030c3f6e992522ab9fb714ffe6c30156c,Yes,2950.276923,0xe1675ed38be7ddbc77eedee467c1bb35929134067ad23ae4b232b229b955c4c3
0,2019-01-24T04:38:27.000Z,0xbfc7cae0fad9b346270ae8fde24827d2d779ef07,Yes,218.4081505,0x508a0ddc3b9eb6aa5ff9b36fb153fdbcaf00a7dc0eff9c6954b411587c594f88
0,2019-01-24T06:07:19.000Z,0x86e1c887490b57fd84231d048466efea9f1c762a,Yes,202.3750482,0xea0bd8766cee876a464cdb12d9a0a76a800d2177574d01eecac6f544e1c98cc0
0,2019-01-24T07:22:30.000Z,0x450c0c90706a8cc664e8b496711370b43415715d,Yes,47548.26097,0xf7c5abf5932ec0d8f1aac40df5f42a5ae3d43eac275f7bc10b6cefff325a9eb7
0,2019-01-24T11:55:28.000Z,0x47e317b00862fa05ffc5d0c063dfcd45e9c5e456,Yes,3670.12,0x8e6da039b04128089d516832a5390d829584ddd69ac6d909dc75b210ef7cbf0e
0,2019-01-24T15:33:35.000Z,0x0ed8f275eab9edf99120c4b101c232ff46ef7145,Yes,100000,0x3b9ca64c29fabeba89010a1f0766d1755ead8fc0018ab22cc3a5d7e01d30267f
0,2019-01-24T16:35:39.000Z,0x4941105e6d11cff9be097a837cb68091f59a029c,Yes,2501.194388,0x654a52023df344152d199c223830938894dfa603db5912b5f58b2798bf85ba22
0,2019-01-24T16:39:33.000Z,0xf69cd35a7299ba94e6bee03265837d0acb89d44a,Yes,16397.378,0xdbd15ba5eedadf99e58efe271aff2ce42a3c6b7f957c56ae48264786e86d30b9
0,2019-01-24T16:44:33.000Z,0x57364d13258bdac76167605d9fb47e958d0d1ab1,No,415,0x9b43faaa8926bd899d53e8fd875fcbfe55e22dc17e77f3eb116e2f8ad44a64ad
0,2019-01-24T17:03:05.000Z,0xf0bea4a25b280955417b1ca0c2519a5f6e752fae,Yes,243.3878319,0x25dcf687a74b1d7ea8d765a95f56ecedcddf73de6e45602048b915af2d6cb2ab
0,2019-01-24T17:09:19.000Z,0xaf54743051f61fda465609460f081c9aa426569e,Yes,594143,0xc526552ddabd258a7c6cbbd94906e2b000c116bbcd8690e4ba98f3a79856ec03
0,2019-01-24T17:22:31.000Z,0xd395d4a9753310f3940de2673c70c251224e3d07,Yes,0.05363874,0x161ce69ec98d58611447e4a3724179f925feed54ab3291f59ee6afb05f1e6612
0,2019-01-24T18:41:39.000Z,0xb8506be2c700641873108a1a47d8e509157cf231,Yes,207593.4902,0x82134ff0ce2e90c360a866e2480664f2afe88a58d7fa11e8782e39dfcf272d64
0,2019-01-24T22:51:16.000Z,0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,Yes,6169.916293,0xe4201861a97d783705cb641f7db1eb4f3a9a20d9e9fffd17334ee259a801e373
0,2019-01-24T23:20:15.000Z,0xcafb4ff79d39949d29e2ec4eb6b42c1e7b4d8b2b,Yes,46453.40167,0x7533bd71364388a3cf9f7c3d1e5a78c66a736f47b74ed4f3245a80e9c21a2a73
0,2019-01-24T23:26:21.000Z,0x583da21ad0c1171ae4b6cf24d92c46f033a0a794,Yes,100,0xae703669784836c27c42bda64ee8a2cfe4f2e6874489f8e80d661efaa7d4e18a
0,2019-01-25T01:07:07.000Z,0xedfada8246c5d3e93e8012ffc8a549c32ef75b9c,Yes,28.59535556,0x2442f917cce9f092f73a78eb4059194cdd158452e3da6d6c266b80ef1c46efa1
0,2019-01-25T01:26:20.000Z,0x17de335cda63c144037b6fe43fadc7f9d0c21bb6,Yes,4000,0x721b752f9d30ec317e0c8ba3ef7b6cb8e15d60cebe0258490ad546d9dab4781f
0,2019-01-25T02:58:57.000Z,0xefa62e5ca8f914d3bb2c9ffa3da9c1cd2bd8bdd2,Yes,24840,0x3ebf2a56e24955364956c7b4be021a206b6982d156b2b5c4071859295cce0126
0,2019-01-25T03:37:47.000Z,0x4323b6f87e3ad7719b4a2ed791957faf96752bd4,Yes,13317.96704,0x63a86d1ea3fc12686d397d1f7af3761c492e5e9d5e4f6eddd05b03e022a071dc
0,2019-01-25T07:11:00.000Z,0x702eccb2b9bf886e27b0698601dc735501b9b546,No,89575.16863,0x01930b58253308f1286e41d711c56d530e644fb30611ad9aa04ada968726c4e3
0,2019-01-25T07:17:50.000Z,0x52ccabeebd9a77c2c8fbf03924f3f2870bcf6f1c,Yes,226.3003175,0x006daad16c2522881b96c349e4088127f1dbb9217c5bb611785e74c16cc516a8
0,2019-01-25T09:33:23.000Z,0xa4ae57a1b051ff0980bc9dc59c36cd65f0fa7a11,Yes,20390.99009,0xf510773ffd4c4b1cb73d8b532c2b88e06f335a1f4210333b94b60d18833d4c95
0,2019-01-25T10:33:14.000Z,0xa24b814aa745fd03893d6f63082ecd5d6fd0fca2,Yes,100,0x6bf11e99642d9f5cef773108968fbc7752462e967c889ad8c9711cf0d515e4c3
0,2019-01-25T10:38:27.000Z,0xdacc0fd259ce0de2829b38a0765970e7ab65346c,Yes,90.00002093,0xfb243069a6ec20f941f2ec94cee491aa5755421d876a1fd0fe6854df1b7fe770
0,2019-01-25T16:25:25.000Z,0x1786727d7e5f93cb4bda4d13c6bfc32446ef1a8b,Yes,1913140,0xa2e66c5a59a48694502213bc5f692a720b439d4825b6f1f8846123f6815c31ff
0,2019-01-25T18:36:04.000Z,0x80b380422421f42aa2b0f644f76af92115b71cf8,Yes,217.6292114,0xd5436938c7402443ad2f2a7b290f8fbca44b15de07d1317d298e61add7a48359
0,2019-01-25T20:22:14.000Z,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12,Yes,50,0xe68c970b3f74d43800897c1738569df3eca8169f75989e91ab69091bb9fa5d82
1,2019-01-24T00:06:19.000Z,0x17d38262ceb5317af645a246b0ce6fc4cc3088f6,Yes,249.98,0x456c06c79884f0ddd377270b70b0d190348bd39e45c605c6a51d2a69e05f7708
1,2019-01-24T00:29:45.000Z,0x698589dcc2ae6b2348c3416d13360f84b734178d,Yes,70,0x79a789021544b8cb7b0346ddbaa16b91c72a641b445e264b766468df2069ba0a
1,2019-01-24T01:13:00.000Z,0x2b5afa7a939e475a327c763f725d88e8a92ce342,Yes,1510.761544,0x748f14ceb40fbb67b1feb28f09ba0849032e93460ef9d04e9161d27f63ec32f0
1,2019-01-24T02:59:45.000Z,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,Yes,2987.342012,0xcc380ec2003a7d4eb207b02c90809a5fe33d2d47e71c8f21b24cb581ac309f16
1,2019-01-24T03:16:56.000Z,0xd472fa32294977196b9ad47e7865e0d737220e32,Yes,5602.726497,0xa03293ac93c0373b66ca1374c2e73354668e18d8f5a8e5376053138739d8750f
1,2019-01-24T04:41:16.000Z,0xbfc7cae0fad9b346270ae8fde24827d2d779ef07,Yes,218.4081505,0x2e44ca3e0eea460e663f77d66ad457e3526d46098915dd3e8822e85d7aa75443
1,2019-01-24T07:25:30.000Z,0x450c0c90706a8cc664e8b496711370b43415715d,Yes,47548.26097,0xa070af0e5726e4ef4abd42ceb51e9609eb807133b828ea6d9a579ebd432a7431
1,2019-01-24T08:22:03.000Z,0xc7b51a1637f86f130686eebd1aae67c051888351,Yes,24.1633327,0x1b40e18d95660a4700511a7db09a4957f41959fe0a5d9eafe66ecb1893a4c104
1,2019-01-24T08:38:09.000Z,0xd78afb4faaf508e0a59dac46ebdaeddd5b3891df,Yes,517.4138934,0x6af7ca765d01bfb604e3173ba9701c64ca31dc641f6ac8190a2d21f9d65de87e
1,2019-01-24T09:21:20.000Z,0xb62e27446079c2f2575c79274cd905bf1e1e4edb,Yes,4804.08711,0x2d93156c3dcf2da1452676b325460e967090837a50b046e83ecee3e503303c78
1,2019-01-24T12:11:32.000Z,0x47e317b00862fa05ffc5d0c063dfcd45e9c5e456,Yes,3670.12,0x05c7bbf638851c7c3ada89b87b6fc76e6982a0ae7edd23bae1402bb69e3e275f
1,2019-01-24T16:37:20.000Z,0x4941105e6d11cff9be097a837cb68091f59a029c,Yes,2501.194388,0x1bc9bee1c373e5d1a02e44874bcde8d5ea039bf90d786521c6f95a10f15cf4bd
1,2019-01-24T16:42:07.000Z,0xf69cd35a7299ba94e6bee03265837d0acb89d44a,Yes,16397.378,0x2e5a735c9223c008f46f7503c49682ff88da4464b5b99e65d37ec0288c2c98d2
1,2019-01-24T16:48:53.000Z,0x57364d13258bdac76167605d9fb47e958d0d1ab1,Yes,415,0x702a06981b1d29c169682f925f3fb0bcfc51a61394d5bdb085f7d604133263e6
1,2019-01-24T17:03:41.000Z,0xf0bea4a25b280955417b1ca0c2519a5f6e752fae,Yes,243.3878319,0xf9ed9b26ac6ea2cd6333f9e5146ae9ca40ca4227bea754cea71d7333728baf66
1,2019-01-24T17:19:08.000Z,0x9e889af7167f7dcbbb5cdafe947f1392b31b2357,Yes,17.7,0xff95d470a21dbbb8995506be530499fdcd56c3f25e2ed39b22d91019ed17453b
1,2019-01-24T17:23:12.000Z,0xd395d4a9753310f3940de2673c70c251224e3d07,Yes,0.05363874,0x0e3635cd3419b6cb8c32371fb1bf961affd61f23c5a6cba940e0b64bc394756d
1,2019-01-24T18:51:20.000Z,0xb8506be2c700641873108a1a47d8e509157cf231,Yes,207593.4902,0x528954d824c6b231fed744140a03e52e306c41925c531bf0335b83aef874846f
1,2019-01-24T18:52:13.000Z,0xb8506be2c700641873108a1a47d8e509157cf231,Yes,207593.4902,0xf59e1320d2544fee4f69616e978a8c9b72f153af2df8bbec20f84b9475a57140
1,2019-01-24T19:02:25.000Z,0x1defc86fa2e22289cf32fb487b48e9f101be6b1c,Yes,376.2098923,0xd6217535ff9d30188e032480837c2db7abf7f6a6b99d552c97813c6e99980025
1,2019-01-24T22:51:34.000Z,0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,Yes,6169.916293,0x267c85260ebd09410aa0ca44ee7314aa8169ce8b89296a8ebb3ab464e8098b0f
1,2019-01-24T23:20:48.000Z,0xcafb4ff79d39949d29e2ec4eb6b42c1e7b4d8b2b,Yes,46453.40167,0x52de3f504dcd0b916a8c0de25109a64dbc5de92eff86af2ff6bec41c39299dda
1,2019-01-24T23:27:20.000Z,0x583da21ad0c1171ae4b6cf24d92c46f033a0a794,No,100,0xfaaa0624660bcffb9479d9665fd925354a00d405044ec307b70204bc4a726e13
1,2019-01-25T00:56:53.000Z,0xedfada8246c5d3e93e8012ffc8a549c32ef75b9c,Yes,28.59535556,0x007dfa66ac281e53f76741b7a207c0769dab3ad1278ecfbf56e72a04c9836cb1
1,2019-01-25T01:25:54.000Z,0x17de335cda63c144037b6fe43fadc7f9d0c21bb6,Yes,4000,0x0096aa16b4cb66b4752eed5ebd3ffe67fe74921a7a175ba948a234102bba4790
1,2019-01-25T03:19:31.000Z,0xefa62e5ca8f914d3bb2c9ffa3da9c1cd2bd8bdd2,Yes,24840,0x7279e6b8edb5b6ebc4050785ca24fe0c7dae5773b357dde6f272943adad2caa2
1,2019-01-25T07:11:00.000Z,0x702eccb2b9bf886e27b0698601dc735501b9b546,Yes,89575.16863,0x21e4caae815ebd88ba36f06357c33d96d69e821b6f65701970344460c5ea8ab7
1,2019-01-25T07:23:12.000Z,0x52ccabeebd9a77c2c8fbf03924f3f2870bcf6f1c,Yes,226.3003175,0x9638fc1cc696e9a6ad94f0b86322e6c995ca163fd53dc38b7537f436823f7190
1,2019-01-25T09:33:38.000Z,0xa4ae57a1b051ff0980bc9dc59c36cd65f0fa7a11,Yes,20390.99009,0x7afc874bf9a22863cd9e82ff1c83354cc5a6da737b1e9a6e522faa712ca8b74f
1,2019-01-25T10:03:57.000Z,0xa34f16c747e7eb21a32c28bde173c2fb099c70a1,Yes,102269.2319,0xf4f3b8f07c76a1abb2d26e734f213c05f43ec2031f877957c99b341c3f164ff5
1,2019-01-25T10:34:13.000Z,0xa24b814aa745fd03893d6f63082ecd5d6fd0fca2,Yes,100,0x0e5747ed22b46e1714be042d51d65e5b3a1aaeffbb71c7adf24be12369f3aed0
1,2019-01-25T10:56:00.000Z,0xdacc0fd259ce0de2829b38a0765970e7ab65346c,Yes,90.00002093,0x714c72509045f63488b52cd782a27d6db7fdefeb0ec12d19ab0f230910b78cad
1,2019-01-25T11:52:57.000Z,0xf925fdaea552d36a5291335941ab7a046f960a80,Yes,13.7,0xd10fe9e8d98fa8e1b28bedab8f5149acf513089cf5ff73b840d9de0f32de220c
1,2019-01-25T18:21:37.000Z,0x471c1bbf19cd5a7b57e66f82a5b0d1668c8d65f9,Yes,396770.7994,0xc176f49846f35fcbca0d1a04bf019b5f5658ed25cdec1499b11f51abc9bec030
1,2019-01-25T18:38:32.000Z,0x80b380422421f42aa2b0f644f76af92115b71cf8,No,217.6292114,0xd29cc2ec37dddde99e1a04fdc31ea34dd8aa6d445fd44a759727a13c891c62fb
2,2019-01-24T00:03:05.000Z,0x17d38262ceb5317af645a246b0ce6fc4cc3088f6,Yes,249.98,0xc8fcfe2613396e124e451a729d9552466d7bcf8244477104770f9e7fe13fe3c8
2,2019-01-24T01:15:29.000Z,0x2b5afa7a939e475a327c763f725d88e8a92ce342,Yes,1510.761544,0xc6b3713977b47ed98c82be1ea0984c7fd57f7ff20b40739c21820849afeb5fb3
2,2019-01-24T02:50:41.000Z,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,Yes,2987.342012,0x4021fcdba94f45d9fbed62f954ca6a9b81f28e64746fa4661fd0bfc969c073d2
2,2019-01-24T03:18:23.000Z,0xd472fa32294977196b9ad47e7865e0d737220e32,Yes,5602.726497,0x8f26023be5905fb57ff00dec4a3220633e633470305d84669c0b562e9b9f4e5a
2,2019-01-24T04:32:54.000Z,0xbfc7cae0fad9b346270ae8fde24827d2d779ef07,Yes,218.4081505,0x3a22ed0365c34fb8e47acaab328cc1b52fcb45b2305aa0d0cfac787633845fcd
2,2019-01-24T06:02:31.000Z,0x86e1c887490b57fd84231d048466efea9f1c762a,Yes,202.3750482,0x3b59945c3cb76c1a403da21f27fc3290d810b0555f517e6df2f2a8d48c18f045
2,2019-01-24T07:23:18.000Z,0x450c0c90706a8cc664e8b496711370b43415715d,Yes,47548.26097,0x1e3fb2b2326d95094ef5ffee52c0da04bac98706199072b639cc2b4e12b99729
2,2019-01-24T08:38:36.000Z,0xd78afb4faaf508e0a59dac46ebdaeddd5b3891df,Yes,517.4138934,0x7370ea89d7f82db044ba271369aff3074df938e3229a26ae18fb6f2bc759247f
2,2019-01-24T09:13:15.000Z,0x79ef17f3a5ddf966c914b3de0dfc629faa820bfb,Yes,1248.7,0x696859fff47eeb209625511c23b517c84b69a6779298ab04bf45050d3cb32f0c
2,2019-01-24T12:54:26.000Z,0x47e317b00862fa05ffc5d0c063dfcd45e9c5e456,Yes,3670.12,0x70ae1b70626b8ea0e2fa67b8f574fabd1fc20f350f779bb57c9f7ba47b3f6e2c
2,2019-01-24T15:19:29.000Z,0x4941105e6d11cff9be097a837cb68091f59a029c,Yes,2501.194388,0x3746735db18ae2413a273122653faaa2c565e87442dfc0a4f11a657030fdb4dd
2,2019-01-24T15:28:40.000Z,0x0ed8f275eab9edf99120c4b101c232ff46ef7145,Yes,100000,0xd4018fc37dd55f3826837be66f339ed7c7afd79d6d40cd557d6f3c02aa0760a9
2,2019-01-24T16:44:33.000Z,0xf69cd35a7299ba94e6bee03265837d0acb89d44a,Yes,16397.378,0x7f166198827e6a857a1fcf405976ed8eed06d058f99813a9730e3709926b4cb0
2,2019-01-24T16:50:20.000Z,0xf0bea4a25b280955417b1ca0c2519a5f6e752fae,Yes,243.3878319,0x348ffaf0d4468eccd88f7a8986c527d71ac8ed74142c7ad4db01adf23a237276
2,2019-01-24T17:02:20.000Z,0xaf54743051f61fda465609460f081c9aa426569e,Yes,594143,0xc5d14814185616e917d59f6d0198acebb7f7594807e99156c5b790c200e59551
2,2019-01-24T17:18:27.000Z,0xd395d4a9753310f3940de2673c70c251224e3d07,Yes,0.05363874,0xeae7cb5f3323217d602f8bdaec1da2fb5bab17944ee6172787635a3e8b48e88b
2,2019-01-24T18:42:56.000Z,0xb8506be2c700641873108a1a47d8e509157cf231,Yes,207593.4902,0x3fdacf8e72a9cdd72230ae7b0aecb08b38f88fe2798e5013bd1fa8272b9aafa4
2,2019-01-24T22:43:35.000Z,0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,Yes,6169.916293,0xf07882894f911770b228c433d0310c8f9ec184683760276bbb1d68189fdeaa0e
2,2019-01-24T23:10:47.000Z,0xcafb4ff79d39949d29e2ec4eb6b42c1e7b4d8b2b,Yes,46453.40167,0x946c42c294ea0eff8e46c5c2d205e497bc9fd98f726b287b32943f76dd3af295
2,2019-01-24T23:36:13.000Z,0x583da21ad0c1171ae4b6cf24d92c46f033a0a794,No,100,0x9355edbd2217a725ca678a0cfdf72ec3ea8d1138a875ba60b5f8855862cc5dbc
2,2019-01-25T01:27:35.000Z,0x17de335cda63c144037b6fe43fadc7f9d0c21bb6,Yes,4000,0x611e713dcb826396efdb41206945ec7305b53284d7594efc192fa85052bcc99e
2,2019-01-25T07:26:07.000Z,0x52ccabeebd9a77c2c8fbf03924f3f2870bcf6f1c,Yes,226.3003175,0x0aa0aabfa7d2c90602a99d2c0f8393937640575f4f64f87e91d490caf0893c74
2,2019-01-25T07:40:27.000Z,0x90fc1f495111329a1669716a149b7da88bdcb234,Yes,2097.994,0xa16a903fe76f68b46deb629e075dec500658ad540714189cac54870991d10537
2,2019-01-25T09:34:20.000Z,0xa4ae57a1b051ff0980bc9dc59c36cd65f0fa7a11,Yes,20390.99009,0xf29df9097853c42f43405153243672aaffb42167ec18f162a7476b70847a37ab
2,2019-01-25T10:17:42.000Z,0xa24b814aa745fd03893d6f63082ecd5d6fd0fca2,Yes,100,0xaabf0f7435ff3a14eb7325e779a0d3fc0efed8e9076c05c8419a5de0a3d8fd14
2,2019-01-25T11:49:57.000Z,0xf925fdaea552d36a5291335941ab7a046f960a80,Yes,13.7,0xc5060279e54e337a30fd54faa93353f17f68cb20510c3eda0501dd235944a247
2,2019-01-25T16:22:07.000Z,0x1786727d7e5f93cb4bda4d13c6bfc32446ef1a8b,Yes,1913140,0xa7822752d4de8401cc5ffd38bd64a9ec4300fe7aab1bf650db6021b430a88b2d
2,2019-01-25T17:48:21.000Z,0x2e9df3b028d0d9511aa1ccc86fa1afe08c9bcd7d,Yes,5986.138796,0xff899cf3e076bb3e0da2f10fc76753a1f167986ee11fc1bf885e5c8557822905
2,2019-01-25T18:27:50.000Z,0x80b380422421f42aa2b0f644f76af92115b71cf8,Yes,217.6292114,0x03663e08c62a1864b883c31ad2aef27f67ee5d17ce64574b8aabac78813410fb
2,2019-01-25T19:47:30.000Z,0x0c183a1c84c37f073f4486f1ce0ba3601277657b,Yes,8826.757072,0x3f35c1016722b41966c905e96b149e020f10717d4a3788ed225908ec9adfc884
3,2019-01-24T00:03:30.000Z,0x17d38262ceb5317af645a246b0ce6fc4cc3088f6,No,249.98,0x3967119e7944e89722578ab3282c560cab7786a2ca331dd3c81daa84ff52e94f
3,2019-01-24T03:02:09.000Z,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,Yes,2987.342012,0x12ad41b1285043fce23cfba3c5c02bedcb1a4357faaed6f6152c2da6dc25b2dd
3,2019-01-24T03:19:18.000Z,0xd472fa32294977196b9ad47e7865e0d737220e32,No,5602.726497,0x8a2505e00573457336d9a117ec652daa4c9d528cd5f0fe7378dca98b69af210d
3,2019-01-24T04:37:27.000Z,0xbfc7cae0fad9b346270ae8fde24827d2d779ef07,No,218.4081505,0x75287c640f77dd7b450076945e585eeb5b4e861233c742f9a2f32b58ad5551cc
3,2019-01-24T07:21:40.000Z,0x450c0c90706a8cc664e8b496711370b43415715d,Yes,47548.26097,0xa02af7c8a6b090d7e0b8a6e99a0150c1c7d941d1579ee8c1684ac33926906e47
3,2019-01-24T11:55:28.000Z,0x5e426404817c8009c4118dc089fca86e5506c46b,Yes,32.30727711,0x1fe1ca1d2bf58633a3e45fcdecdbf3ea411054d8b5e9771787a80d03fe6b30ac
3,2019-01-24T12:11:03.000Z,0x30043aabbcebbd887437ec4f0cfe6d4c0eb5cc64,Yes,1999.99,0x45f0f4f3d5a954b5f3c5d243b28174e1d9575f2c3cc57ec7042757d0203b3abb
3,2019-01-24T15:29:50.000Z,0x4941105e6d11cff9be097a837cb68091f59a029c,Yes,2501.194388,0x2ec62bef7e17b49e9a86a68ba04f2f2018dbff9fb9f5aa3e45616b372ce7c574
3,2019-01-24T16:45:22.000Z,0xf69cd35a7299ba94e6bee03265837d0acb89d44a,Yes,16397.378,0x090e5f7b055c9576dff858ac2f46070dc3189e6ce23cd42de9c9168d7091fda3
3,2019-01-24T16:51:21.000Z,0xf0bea4a25b280955417b1ca0c2519a5f6e752fae,Yes,243.3878319,0xcb0339ab6847e5798a7e694beb6b876e22047856ce0342cd6f327c0c55ecc57e
3,2019-01-24T17:02:20.000Z,0xaf54743051f61fda465609460f081c9aa426569e,Yes,594143,0x9c640bcb73b6d6e992f4ee0190cdaf943bbc9e9048d655881450fbc105d3dc09
3,2019-01-24T17:18:50.000Z,0xd395d4a9753310f3940de2673c70c251224e3d07,Yes,0.05363874,0xd7e38c7e62a11e3a0c45f799c38b7fa5ea95d0d5da242ff7aaf622498d37f7a1
3,2019-01-24T18:43:28.000Z,0xb8506be2c700641873108a1a47d8e509157cf231,Yes,207593.4902,0xdfba0e997a15bd5e92f10d51d579199a667cadcdafc46c8a3fc5236a2d266f94
3,2019-01-24T19:01:08.000Z,0x1defc86fa2e22289cf32fb487b48e9f101be6b1c,No,376.2098923,0xf93c65764645453c4ba68e46f4f484456c9dd42bc16eb5d44bf0e3c4a1564f93
3,2019-01-24T22:44:05.000Z,0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,Yes,6169.916293,0x5260b43626f3174ca62f2776da0844741438b994d45bebea83db3afa66e0fcec
3,2019-01-24T23:12:13.000Z,0xcafb4ff79d39949d29e2ec4eb6b42c1e7b4d8b2b,Yes,46453.40167,0x72dab1da066d9521f11499e4a4294b755560fce4c4c1c1c0931cce7a67b9e4ef
3,2019-01-25T00:56:16.000Z,0xedfada8246c5d3e93e8012ffc8a549c32ef75b9c,Yes,28.59535556,0x9e56cc0ee568f82206ff355cfabe2d5063cadffc82d32fb0c0bf3a047ed0a479
3,2019-01-25T01:28:37.000Z,0x17de335cda63c144037b6fe43fadc7f9d0c21bb6,Yes,4000,0xda6e84e3eb119908d9d1138d972cb33d11ba6465591115d483040ee5487b179e
3,2019-01-25T03:04:06.000Z,0xefa62e5ca8f914d3bb2c9ffa3da9c1cd2bd8bdd2,No,24840,0xae556341e9ce557ade418f2e482159e9b7f7ed3ec0cab6f99be59f0cab344c75
3,2019-01-25T03:43:55.000Z,0x4323b6f87e3ad7719b4a2ed791957faf96752bd4,No,13317.96704,0x9e113a175b354b03c680a4f52ed832d3fcce50ff0922c2468efefe0b14e7e192
3,2019-01-25T07:11:22.000Z,0x702eccb2b9bf886e27b0698601dc735501b9b546,Yes,89575.16863,0xd0d0b3e9dd3f2cb1c908cacaea99d9b22a4d5451df55b6f364a5aca570f3ac6b
3,2019-01-25T07:28:31.000Z,0x52ccabeebd9a77c2c8fbf03924f3f2870bcf6f1c,Yes,226.3003175,0xe9c5a7fce86d7b4c8dbd570081cd38019e9fc867a779b7dc06a970f4febaa9f8
3,2019-01-25T07:40:27.000Z,0x90fc1f495111329a1669716a149b7da88bdcb234,Yes,2097.994,0xca75167f3e2602c218ca8e8c1d0257224f2fe6fc409cc2eb8fdab2f280ca4111
3,2019-01-25T09:36:58.000Z,0xa4ae57a1b051ff0980bc9dc59c36cd65f0fa7a11,Yes,20390.99009,0x12fb42f4e8b395c64fe10f9687d6464347b2144755841f4a9422c423964a04da
3,2019-01-25T10:22:11.000Z,0xa24b814aa745fd03893d6f63082ecd5d6fd0fca2,Yes,100,0x2e643cb6e86ba232fee2469038c8d52f6d3ef6f8105f15aba3e005920d232ec8
3,2019-01-25T11:51:25.000Z,0xf925fdaea552d36a5291335941ab7a046f960a80,No,13.7,0xede6e1351007041f4cc49f384dbb1d8d27265c6b7d262001c3595782cfedbe0f
3,2019-01-25T22:13:22.000Z,0x0fd297255ec21fbb88dee67cb8bbc372a593c539,Yes,338.8166126,0x6661d1a925426f0d5bcf996dde406064f14cf34ea841ea3584330388e2b7830d
4,2019-01-24T00:03:31.000Z,0x17d38262ceb5317af645a246b0ce6fc4cc3088f6,Yes,249.98,0xae615c560a13233184ae392213c6bc1692d992aa99576a43a46c71f18e689c34
4,2019-01-24T00:19:15.000Z,0xad2dcb058f10b4e11611f9c1fc0aa1a532e270d6,Yes,1800,0x7053f6ea781c944c8521ac0354d2dbbcd9f62d2c7b4015cd21777634fccc5b44
